TITLE	NOTE(SP)					NOTE(DP)				TIME	MOVIE	LAYER
	B	N	H	A	L	N	H	A	L			
beatmania IIDX ▼ △												
GLORIOUS HAMMER	-	560	993	1587	-	611	1040	1520	-	2:01	専用:ar	
Hard Breaker	-	391	793	1286	-	416	797	1234	-	2:02	SIRIUS CYBER汎用	
Hat Surprise (Season 3)	-	632	1107	1384	-	623	1062	1345	-	1:57	CANNON BALLERS RACING汎用	
i-ii	-	559	911	1499	-	555	899	1444	-	2:02	EPOLIS TRANSPORT汎用	
INHERITANCE	-	553	913	1432	1827	552	896	1376	1869	1:58	CastHour CYBER汎用+ミスレイヤー	BEMANI Designers "maysea"
Iris	208	421	775	1109	-	488	809	1163	-	1:53	EPOLIS TRANSPORT汎用+ミスレイヤー	BEMANI Designers "tam"
Jumper	-	458	763	1214	-	466	733	1129	-	1:55	専用:murAta Yuzi	
Just Gimme	-	486	869	1393	-	470	908	1412	-	2:02	専用:cap	
JUSTICE/GUILTY feat. Nana Takahashi & 709sec.	-	882	1271	1959	-	879	1275	1909	-	2:11	PENDUAL FUTURE汎用+レイヤー	BEMANI Designers "GOLI"
Level 5	-	679	1256	1937	-	689	1250	1858	-	2:06	PENDUAL FUTURE汎用+レイヤー	BEMANI Designers "NAGI"
MAXIMUM CHEAT GIRL	-	628	1133	1842	-	653	1166	1787	-	2:07	copula TRANSPORT汎用(色違い)+レイヤー	BEMANI Designers "アオニサイ"
Million Dollar	-	599	1028	1762	-	663	1035	1759	-	2:05	EPOLIS TRANSPORT汎用+レイヤー	BEMANI Designers "9-sphere"
Monkey Business	-	369	809	1324	-	393	787	1290	-	1:59	BISTROVER METAL汎用	
Mukade	-	572	967	1645	-	593	966	1546	-	2:03	専用:Taiyo Yamamoto	
My Sweet Bird?	-	427	769	1107	-	432	784	1065	-	1:59	7th HOUSE汎用	
NEEDLESS MY LOVE FOR YOU	-	509	830	1224	-	512	835	1301	-	2:02	PENDUAL PRESENT汎用	
Out of Control	-	592	1178	1598	-	598	1200	1649	-	2:04	EPOLIS TRANSPORT汎用+ミスレイヤー	BEMANI Designers "maysea"
out of disk space	-	565	998	1305	-	546	948	1289	-	1:53	CastHour CYBER汎用+レイヤー	BEMANI Designers "NAGI"
PILGRIM	-	494	870	1381	-	470	772	1359	-	2:02	RESIDENT CYBER汎用	
Psychedelic Intelligence	-	636	960	1448	-	641	975	1450	-	2:04	EPOLIS TRANSPORT汎用	
Red Determination	-	534	815	1355	-	531	820	1373	-	1:59	BISTROVER METAL汎用	
Resonant	-	542	1206	1864	-	580	1173	1824	-	2:08	EPOLIS TRANSPORT汎用(色違い)+レイヤー	BEMANI Designers "GOLI"
Riff//rain	106	369	639	907	-	395	676	964	-	1:43	公式MV	
See You Again	-	601	960	1584	-	607	944	1519	-	2:09	CANNON BALLERS RACING汎用	
Seven Times Four	-	597	1023	1763	-	614	1043	1690	-	1:59	CANNON BALLERS RACING汎用	
Shapeshifter	-	566	874	1283	-	574	863	1335	-	1:51	専用:Seventhgrapics	
Sirius	-	514	850	1637	-	513	850	1533	-	2:02	HEROIC VERSE POPS汎用	
So What	-	315	590	929	-	320	618	897	-	1:48	公式MV	
SOLAR ECLIPSE	-	762	1265	1893	-	761	1276	1901	-	2:01	BISTROVER METAL汎用+レイヤー	BEMANI Designers "はるお"
Speculation	-	512	915	1530	-	520	953	1618	-	1:56	専用:Minako Endo	
squall	-	618	923	1369	-	596	943	1397	-	2:00	専用:Taiyo Yamamoto	
Stereo Beasts	-	679	1310	1881	-	676	1307	1834	-	2:08	BISTROVER METAL汎用	
Submerge Serenade	-	548	923	1486	2104	543	940	1565	2126	2:04	専用:BEMANI Designers "KING"	
Sword of Vengeance	-	726	1115	1650	-	747	1181	1615	-	2:04	EPOLIS TRANSPORT汎用	
T.R.O.L.L.	-	524	900	1329	-	513	901	1323	-	2:03	BISTROVER METAL汎用	
The Last Apocalypse	-	717	1276	1903	-	728	1205	1861	-	2:08	Rootage TECHNO汎用+レイヤー	BEMANI Designers "maysea"
The Onlyonez	-	519	873	1587	-	515	834	1531	-	2:04	EPOLIS TRANSPORT汎用	
This Is Club Musik feat. 大久保紅葉	-	556	901	1343	-	557	889	1330	-	2:00	8th HOUSE汎用	
Time Distortion pt.2(IIDX Edit)	-	667	995	1492	-	700	1009	1498	-	1:59	SIRIUS CYBER汎用	
TITANIUM RIDERS	-	450	762	1071	-	448	797	1095	-	1:57	CANNON BALLERS RACING汎用	
Too Late Snow	-	404	720	1014	-	441	725	992	-	2:03	PENDUAL PRESENT汎用	
TRIP THE DEEP	-	512	832	1289	-	500	785	1408	-	2:05	CastHour CYBER汎用+レイヤー	BEMANI Designers "NAGI"
Tripping Jumping	-	424	805	1166	-	436	830	1195	-	1:58	10th HOUSE汎用	
Vermilion Carol	-	694	1139	1837	-	700	1210	1773	-	2:00	tricoro TECHNO汎用+ミスレイヤー	BEMANI Designers "NAGI"
Vulnerability	-	673	1017	1885	-	673	1002	1901	-	1:57	copula TRANSPORT汎用+レイヤー	BEMANI Designers "tef * tef"
WaterCube Pf.(RX-Ver.S.P.L.)	-	295	700	1120	-	351	735	1143	-	2:00	専用:kototoi	
winkle 2 winkle	-	535	954	1408	-	529	920	1381	-	1:59	Lincle POPS汎用+レイヤー	BEMANI Designers "9-sphere"
Xb10r	-	612	1208	1833	-	612	1254	1801	-	2:01	CastHour CYBER汎用	
ZEROIN ON THE LIGHT	-	567	887	1345	-	574	884	1350	-	2:06	BISTROVER METAL汎用+レイヤー	BEMANI Designers "GOLI"
20XX	-	611	919	1370	-	604	902	1344	-	1:55	HEROIC VERSE POPS汎用+レイヤー	BEMANI Designers "ポトロッポ"
アイドル	141	445	761	1310	1600	443	777	1307	1675	2:06	Lincle POPS汎用	
愛包ダンスホール	177	472	700	1296	-	463	748	1270	-	2:20	公式MV	
アタシ完全絶対正義ちゃん！	-	498	813	1082	-	512	814	1096	-	2:00	PENDUAL FUTURE汎用+レイヤー	BEMANI Designers "NAGI"
神様、つれない。	-	352	721	1083	-	361	726	1183	-	2:04	Lincle POPS汎用+レイヤー	BEMANI Designers "球Ｑ"
可愛くてごめん	143	314	703	1133	1407	325	717	1103	1356	2:07	10th POPS汎用	
今宵、ロマンス横丁。	-	576	1195	1714	-	592	1198	1649	-	2:00	copula JAPANESEQUE汎用+EPOLIS TRANSPORT汎用+レイヤー	BEMANI Designers "maysea"
残像ニ繋ガレタ追憶ノHIDEAWAY	-	601	1162	1789	-	621	1151	1723	-	2:03	公式MV	
雫	-	514	1039	1361	-	495	1019	1328	-	2:07	HEROIC VERSE GOTHIC汎用	
灼熱Beach Side Bunny (かめりあ's "Summertime D'n'B" Remix)	-	543	1001	1647	-	561	1017	1634	-	2:08	BISTROVER TRANSPORT汎用	
終焔のClaudia	-	719	1014	1406	-	698	1015	1394	-	1:52	SPADA HARDCORE汎用	
唱	96	232	514	892	-	251	515	895	-	1:42	公式MV	
シンデレラ	271	438	780	1119	-	457	791	1165	-	2:05	専用:BEMANI Designers "Ray"	
センチメンタル・サマー	-	337	652	1004	-	356	669	1028	-	1:59	copula TRANSPORT汎用	
ちゅ、多様性。	110	264	576	963	1140	292	583	951	1247	1:49	公式MV	
デビルじゃないもん	174	421	695	1054	-	424	694	1005	-	1:42	Lincle POPS汎用	
電光	-	545	976	1560	-	593	1014	1616	-	2:03	Resort Anthem DANCE汎用	
電子になりたい	-	425	729	1017	-	446	715	1001	-	1:46	RESIDENT CYBER汎用+ミスレイヤー	BEMANI Designers "球Ｑ"
電腦都市	-	717	1181	1738	-	718	1208	1745	-	1:55	EPOLIS TRANSPORT汎用+レイヤー	BEMANI Designers "NAGI"
ないないルーティン	-	298	691	1053	-	356	676	931	-	1:56	10th POPS汎用	
夏風邪デスコ	159	412	892	1339	-	406	898	1283	-	1:57	7th HOUSE汎用	
寝起きヤシの木	238	549	921	1411	-	520	901	1376	-	1:55	BISTROVER TRANSPORT汎用	
果たせぬ約束 ft. 小林マナ	-	592	988	1515	-	564	1019	1514	-	2:07	copula JAPANESQUE汎用	
フォニイ	316	614	1011	1454	1975	620	992	1556	1975	2:03	EPOLIS TRANSPORT汎用	
《PL|RAYER》	-	469	886	1420	-	463	852	1421	-	1:59	tricoro CYBER汎用	
閉塞的フレーション	-	515	825	1221	-	543	836	1255	-	2:04	公式MV	
ポラリスノウタ	150	437	833	1141	-	445	773	1086	-	1:58	tricoro CYBER汎用	
マーシャル・マキシマイザー	214	411	731	1082	-	408	758	1082	-	1:32	tricoro CYBER汎用	
摩天楼	-	348	762	1309	-	379	805	1316	-	2:08	EPOLIS TRANSPORT汎用	
未完成ノ蒸氣驅動乙女	-	550	1079	1538	-	571	1090	1495	-	1:55	Rootage TECHNO汎用	
めうめうぺったんたん！！ (ZAQUVA Remix)	-	530	974	1419	-	556	978	1460	-	2:01	SINOBUZ POPS汎用	
勇者	189	407	724	1245	-	425	733	1324	-	1:46	tricoro TECHNO汎用	
夢縁	-	605	1073	1515	-	573	1095	1506	-	2:02	専用:BEMANI Designers "アキ"	
酔いどれ知らず	138	417	652	1118	-	413	665	1161	-	2:09	PENDUAL FUTURE汎用	
ラビットホール	344	714	1061	1471	-	691	1065	1422	-	2:06	公式MV	
リメンバーリメンバー	-	258	492	854	-	254	487	825	-	2:00	PENDUAL PRESENT汎用	
流桜ノ門	-	510	804	1075	-	515	829	1099	-	1:58	専用:はなけん	
れとりば！	-	431	671	1032	-	425	657	996	-	1:55	専用:ヒロサキ	
惑星鉄道	-	589	1119	1633	-	609	1156	1643	-	2:04	専用:murAta Yuzi、ひかがみひなみ	
beatmania IIDX 32 Pinky Crush ▲ △												
ADAMANT	-	580	995	1539	-	580	995	1525	-	2:10	Lincle CYBER汎用	
Aqvion	-	598	998	1773	-	600	1046	1774	-	1:58	専用:BEMANI Designers "ロン毛だいすき"	
Arcanos	-	335	602	1003	-	360	619	1064	-	1:49	HEROIC VERSE GOTHIC汎用	
Bang-Boo Bumble	-	573	993	1479	-	573	989	1476	-	2:06	専用:BEMANI Designers "maysea"	
Bling-Bang-Bang-Born	174	332	589	994	1105	385	583	1003	1169	1:32	PENDUAL FUTURE汎用	
Bring The Fire	-	598	991	1734	-	615	1057	1639	-	2:06	6th RAVE汎用	
Butterfly Twist	-	524	801	1373	-	528	830	1308	-	2:06	EPOLIS TRANSPORT汎用	
CHAOTIC SUNBIRD	-	623	885	1662	-	627	882	1512	-	2:02	BISTROVER TRANSPORT汎用+レイヤー	BEMANI Designers "GOLI"
Chasing After YOU ～夢の欠片～ ft. 小林マナ	-	496	725	1032	-	507	748	1051	-	1:59	EPOLIS TRANSPORT汎用	
Constellation	-	487	928	1435	-	527	888	1310	-	2:02	専用:サム	
Cross Fire	-	551	1134	1746	-	582	1149	1731	-	2:00	Rootage CYBER汎用	
destination	-	523	1140	1698	-	523	1155	1770	-	2:06	Pinky Crush STYLISH汎用	
Digital Radiance	-	578	723	1018	-	584	779	1021	-	2:01	CastHour CYBER汎用	
DIVINE JUDGEMENT	-	520	1025	1416	-	537	1065	1455	-	1:48	tricoro TECHNO汎用+ミスレイヤー	BEMANI Designers "NAGI"
Dreamship	-	469	685	978	-	463	678	1030	-	2:01	Lincle POPS汎用+レイヤー	BEMANI Designers "とっきー"
Drop Syndicate	-	600	1001	1861	-	607	959	1851	-	2:01	専用:BEMANI Designers "Ray"	
Eleanor	-	404	707	1219	-	407	698	1209	-	2:00	専用:BEMANI Designers "M.Torii"	
ELYSIUM	-	466	790	1377	-	509	821	1384	-	1:52	tricoro TECHNO汎用+レイヤー	BEMANI Designers "maysea"
everlastingeuphoria:	-	562	855	1243	-	516	852	1220	-	1:55	専用:Minako Endo	
EX-MASSIVE FIGHTER	-	619	1091	1725	-	614	1099	1703	-	2:03	BISTROVER METAL汎用	
EYE OF THE HEAVEN	-	512	1216	1824	-	529	1228	1804	-	2:01	HEROIC VERSE POPS汎用	
FERMI♡PARADOX	-	584	839	1274	-	596	835	1326	-	2:05	RESIDENT CYBER汎用+レイヤー	BEMANI Designers "アオニサイ"
Fiery Stallion	-	449	849	1220	-	470	870	1176	-	2:03	専用:murAta Yuzi	
Flämingo	-	545	1208	1800	-	544	1200	1810	-	2:03	BISTROVER METAL汎用+レイヤー	BEMANI Designers "NAGI"
FlyAway	-	633	1050	1648	-	635	1019	1683	-	2:00	Lincle POPS汎用+レイヤー	BEMANI Designers "はるお"
Galaxy Collapse	-	419	642	962	-	425	665	985	-	1:57	Lincle CYBER汎用+レイヤー	BEMANI Designers "NAGI"
get set mind	-	516	797	1230	-	501	806	1236	-	1:57	専用:BEMANI Designers "アキ"	
God Mind	-	780	1349	2155	-	803	1220	2157	-	2:07	BISTROVER METAL汎用+クプロレイヤー	BEMANI Designers "NAGI"
Good Looking	-	375	660	1046	-	375	634	1025	-	1:37	tricoro CYBER汎用	
Here We Go Now	-	581	1127	1690	-	578	1031	1498	-	2:07	専用:Routes	
hora de verdad	-	574	1055	1564	-	555	1019	1574	-	1:51	HEROIC VERSE GOTHIC汎用	
IN BETWEEN	-	461	765	1201	-	462	767	1163	-	1:52	BISTROVER METAL汎用	
KOTONOHA ft. Kotoha	-	421	665	994	-	457	684	1007	-	1:53	専用:BEMANI Designers "GOLI"	
lowercase lifetime	-	544	1066	1407	-	550	1012	1430	-	2:03	専用:alo	
Lycoris	-	392	698	1026	-	433	738	1058	-	1:50	copula JAPANESQUE汎用	
MARLIN	-	609	1170	1798	-	629	1166	1795	-	1:59	専用:Taiyo Yamamoto	
Mid-Corner (Magic Maker)	-	619	1055	1611	-	606	1065	1540	-	2:00	PENDUAL FUTURE汎用+レイヤー	BEMANI Designers "maysea"
Mighty Cutie	-	579	1013	1394	-	570	1017	1401	-	2:09	専用:Routes	
MVP	-	465	772	1318	-	466	733	1264	-	1:57	専用:PRIDASK	
NOIXIA	-	714	1173	2027	-	716	1212	2009	-	1:59	Pinky Crush STYLISH汎用	
PERFECT HUMAN	267	448	734	1118	-	465	761	1071	-	1:58	Rootage CYBER汎用	
Pinky Happy Crazy	-	674	1287	1833	-	696	1294	1909	-	2:06	専用:BEMANI Designers "9-sphere"	
PIT A PAT	-	518	922	1299	-	482	912	1333	-	2:03	Pinky Crush STYLISH汎用+レイヤー	BEMANI Designers "tam"、BEMANI Designers "cov"、BEMANI Designers "maysea"
Plazma	133	348	637	1020	1432	346	637	1000	1397	1:31	公式MV	
Plea Per Phase	-	520	892	1395	-	519	939	1379	-	2:06	CastHour CYBER汎用	
PopなEDEN	-	490	827	1235	-	490	823	1217	-	1:59	専用:BEMANI Designers "アオニサイ"	
Raspberry Potion (feat.あれたん♡ & ぎゃるのしん☆)	-	456	910	1267	-	472	890	1242	-	2:07	専用:ヒロサキ	
RAVE SYNDROME	-	515	876	1402	-	516	857	1377	-	2:03	専用:Taiyo Yamamoto	
Roar of Chronos	-	626	1120	1991	-	628	1115	1974	-	2:06	PENDUAL PRESENT汎用+レイヤー	BEMANI Designers "GOLI"
Satellite Burst	-	627	1119	2000	-	609	1217	1900	-	2:02	専用:サム	
Secret Rouge	-	428	835	1165	-	443	828	1189	-	1:55	専用:BEMANI Designers "猫味蕎麦"	
Shirdal	-	441	780	1269	-	477	799	1136	-	2:05	tricoro TECHNO汎用+レイヤー	BEMANI Designers "NAGI"
Show Me All Your Love	-	568	1018	1482	-	581	1032	1426	-	2:07	専用:Seventhgrapics	
SISYPHUS	-	525	915	1399	-	520	914	1409	-	1:55	tricoro TECHNO汎用	
Skratch Education Lv-1	-	558	952	1572	-	630	962	1566	-	1:51	専用:BEMANI Designers "maysea"	
Slumber☆Party	-	422	904	1166	-	500	778	1218	-	1:54	専用:alo	
Space In Time	-	434	805	1047	-	443	813	1035	-	1:59	PENDUAL FUTURE汎用	
Stargazing Trip ～星 探す旅～ ft. 小林マナ	-	545	903	1344	-	545	900	1281	-	2:01	専用:BEMANI Designers "NAGI"	
SμG@R RU$#	-	728	1275	2037	-	732	1291	2139	-	2:06	専用:さるきむ	
SUPER HEROINE!!	-	472	829	1187	-	475	844	1199	-	1:47	公式MV	
TECHNO RUMBLE	-	593	937	1481	-	568	913	1553	-	2:05	CastHour CYBER汎用+レイヤー	BEMANI Designers "はるお"
u gotta beat	-	686	1189	1806	-	709	1182	1777	-	2:02	専用:Minako Endo	
Uaigh Gealaí	-	668	1157	1972	-	695	1141	1994	-	2:04	BISTROVER METAL汎用+レイヤー	BEMANI Designers "maysea"
Vibing! Shake it!	-	490	845	1263	-	518	827	1211	-	2:00	専用:BEMANI Designers "5to3"	
Without Heaven	-	672	1127	1912	-	645	1011	1794	-	2:02	専用:ar	
XHRONOXAPSULΞ	-	600	1231	2077	-	724	1263	1807	-	2:02	CastHour CYBER汎用	
1116	-	570	1041	1581	-	595	1095	1515	-	1:50	専用:BEMANI Designers "maysea"	
朱と碧のランページ	-	518	862	1266	-	512	850	1314	-	2:06	PENDUAL PRESENT汎用	
飴玉	-	300	460	699	-	302	489	654	-	1:25	公式MV	
アラビアン ハイパー ナイト	-	607	967	1690	-	553	1211	1690	-	1:50	tricoro TECHNO汎用+レイヤー	BEMANI Designers "maysea"
uən	-	735	1105	1547	-	752	1088	1550	-	1:59	HEROIC VERSE GOTHIC汎用	
イガク	160	444	766	1025	-	445	757	1017	-	2:00	公式MV	
エクスプロウル	-	478	818	1211	-	485	824	1243	-	2:03	公式MV	
えだまめカレークッキング	219	413	660	1119	-	435	678	1150	-	1:48	公式MV	
オッド♡ラヴィ	198	534	900	1274	-	533	929	1258	-	2:09	公式MV	
オブソミート	120	438	756	1204	-	449	746	1229	-	1:59	公式MV	
覚悟せよ！エンタンメ～ン ～より身の切り売り自暴自棄版～	-	539	978	1468	-	547	978	1567	-	2:05	公式MV	
キスキツネ	99	446	747	1192	-	455	798	1350	-	2:01	公式MV	
きみのせかい	-	518	845	1446	-	533	800	1600	-	2:03	専用:BEMANI Designers "IIDX もふもふ撮影隊 - スタッフＱ"	
きゅうくらりん	229	446	866	1203	-	444	803	1217	-	1:58	公式MV	
ギャ・ギャ・ギャ・ギャラクシー！	-	459	830	1201	-	465	802	1215	-	2:08	公式MV	
ゲシュタルト	201	480	796	1239	1677	475	783	1268	1645	2:08	公式MV	
最強頂戴girl♡	-	433	746	1106	-	452	725	1070	-	1:51	Pinky Crush STYLISH汎用+レイヤー	BEMANI Designers "はるお"
灼熱 Lost Summer Dayz	-	528	979	1453	-	529	995	1481	-	2:06	専用:BEMANI Designers "GLD"	
消極的セツナイズム	-	490	807	1152	-	559	869	1213	-	1:54	専用:BEMANI Designers "Freeze工房"	
進捗ダメダメです	145	404	811	1124	-	399	820	1131	-	1:56	公式MV	
スキッテイエェエエェ!!!!	-	798	1328	2193	-	787	1284	2136	-	1:59	専用:BEMANI Designers "はるお"	
スパークリング☆彡ハイパーチューン！！	-	743	1105	1843	-	747	1114	1913	-	2:10	専用+レイヤー	BEMANI Designers "GOLI"
断罪の一花	-	448	785	1296	-	446	753	1254	-	2:02	専用:Routes	
弾幕信仰	-	541	842	1266	-	596	836	1274	-	1:59	公式MV	
天使のカンタータ -Cantata of Angels-	-	637	1142	2205	-	626	1143	2222	-	2:09	Lincle Kindom Cuvelia汎用+レイヤー	BEMANI Designers "GOLI"
ドリムチウ	-	436	799	1312	-	442	796	1326	-	2:02	Lincle CYBER汎用+レイヤー	BEMANI Designers "9sphere"
ドーナツホール 2024	175	499	822	1191	-	506	886	1265	-	2:02	公式MV	
ハオ	153	440	883	1459	-	440	865	1425	-	2:09	公式MV	
爆ぜりゃんせ	-	568	977	1521	-	593	1003	1593	-	2:02	copula JAPANESQUE汎用+レイヤー	BEMANI Designers "はるお"
ハルイロメロディー	-	442	706	1110	-	447	731	1069	-	1:59	専用:BEMANI Designers "maysea"	
ＰＡＳＴＥＬＩＳＭ	-	526	781	1070	-	535	799	1095	-	2:00	専用:BEMANI Designers "はるお"	
ビビデバ	134	396	672	1036	-	426	665	1173	-	2:03	公式MV	
無双	-	594	993	1677	-	589	991	1644	-	2:12	SINOBUZ JAPANESQUE汎用	
メズマライザー	291	588	929	1375	-	493	916	1486	-	2:05	公式MV	
ロマンシングエスケープ	-	221	572	925	-	226	591	932	-	1:54	EPOLIS TRANSPORT汎用	
我ら完全無敵のアイドル!!	123	525	830	1283	-	528	825	1302	-	2:14	SINOBUZ POPS汎用	
LIGHTNING MODEL 先行楽曲												
COSMIC V3LOCITY	-	637	1188	1716	-	623	1174	1730	-	1:59	専用:Munehito Gunji	
Lightspeed	-	648	1073	1606	-	636	1034	1618	-	1:48	Rootage CYBER汎用	
ファイナルレター	-	500	967	1371	-	509	956	1351	-	2:01	tricoro CYBER汎用	
												TITLE	NOTE(SP)					NOTE(DP)				TIME	MOVIE	LAYER
	B	N	H	A	L	N	H	A	L			
デフォルト曲												
稼働時												
A Certified Rave Moment	-	509	900	1404	-	544	920	1447	-	2:04	専用:Routes?	
AGETEKE ONDO	-	513	821	1297	-	512	793	1271	-	2:01	SINOBUZ JAPANESQUE汎用	
Bang Bang Dance	-	421	884	1415	-	428	842	1398	-	2:02	専用:BEMANI Desingers "はるお"?	
Caramel Pain	118	325	525	832	-	370	612	999	-	2:01	公式MV	
Catch ya Getcha!	-	531	1028	1481	-	501	1016	1452	-	1:55	BISTROVER TRANSPORT汎用	
Countdown to Heaven or Hell	-	636	1026	1569	-	649	1003	1586	-	1:57	専用:BEMANI Designers "NAGI"?	
Disco Killer Music Lover	-	553	926	1557	-	561	940	1565	-	1:54	専用:BEMANI Designers "9-sphere"?	
Fashion Fruit	-	540	986	1534	-	519	985	1583	-	2:11	Sparkle Shower POPS汎用	
From Human Blood	-	616	1064	1850	-	639	1087	1754	-	2:01	専用:Seventhgrapics	
JUST SYNC ft.Kanae Asaba	-	378	648	1014	-	421	681	1048	-	2:01	copula TRANSPORT汎用	
LEMON MELON COOKIE	185	409	778	1128	-	426	724	1067	-	2:08	公式MV	
Makin' It	-	533	847	1471	-	510	773	1481	-	2:00	専用:Minako Endo?	
Memoria Obscura	-	508	1112	2085	-	554	1116	2026	-	1:59	tricoro TECHNO汎用	
MOCHIMOCHI DREAMIN!!	-	571	939	1530	-	561	945	1564	-	2:00	SINOBUZ POPS汎用	
Nyan Nyan University	-	471	811	1294	-	472	778	1298	-	1:57	専用:BEMANI Designers "球Ｑ"?	
PALETTE	184	442	732	1031	-	440	689	990	-	2:10	公式MV	
RALLY '25	-	613	1100	1674	-	643	1114	1698	-	2:01	専用:murAta Yuzi?	
Regina vespaE	-	629	1147	1840	-	623	1166	1736	-	2:07	Lincle CYBER汎用	
SHINING☆DANCE	-	437	789	1243	-	445	793	1279	-	2:02	6th RAVE汎用+レイヤー	BEMANI Designers "猫味蕎麦"?
SnapSkipSpark	-	544	967	1466	-	558	966	1408	-	2:03	Sparkle Shower POPS汎用	
Space Battleship S4TØ	-	681	1138	1900	-	688	1110	1861	-	2:01	HEROIC VERSE POPS汎用	
SPLASH!!!!!!!!!	-	460	763	1153	-	533	827	1181	-	1:59	専用:ar?	
Substance	-	609	890	1578	-	596	813	1477	-	2:07	専用:BEMANI Designers "KING"?	
Vitamin	-	588	923	1346	-	611	967	1369	-	2:06	専用:Routes?	
2 Be Continued	-	528	1004	1872	-	551	967	1852	-	2:01	専用:ヒロサキ	
ιgniЯRuina	-	702	1104	1851	-	633	1160	1819	-	2:05	SPADA HARDCORE汎用	
かわいいだけじゃだめですか？	110	469	804	1070	-	466	780	1165	-	1:52	Lincle POPS汎用	
鏡像都市	-	420	700	985	-	442	700	995	-	1:54	BISTROVER METAL汎用	
月下繚乱	-	454	894	1422	-	452	912	1485	-	1:58	copula JAPANESQUE汎用+レイヤー	BEMANI Designers "猫味蕎麦"?
閃と雷管とロープ	-	456	713	1294	-	462	739	1373	-	1:59	tricoro TECHNO汎用+レイヤー	BEMANI Designers "NAGI"?
それが、ボクの使命～レスキュー隊長 メンキュー～	-	374	798	1093	-	363	736	1034	-	1:51	専用:BEMANI Designers "アキ"?	
デラむぅのでらっくす☆どり～むぅ	-	415	670	997	-	422	681	1012	-	1:59	専用:BEMANI Designers "アキ"?	
でんぱ どりる わんにゃー☆三	145	598	1142	1679	-	592	1130	1712	-	2:03	公式MV	
夏色のセレナーデ	-	443	683	1128	-	480	768	1092	-	1:44	専用:ヒロサキ	
バブリン	137	584	872	1221	-	567	873	1215	-	2:24	公式MV	
ビビッド ☆＋＊。キラキライム	272	602	1062	1896	-	609	1027	1878	-	2:12	Sparkle Shower POPS汎用+レイヤー	BEMANI Designers "アオニサイ"?
百恋ラブラスター	-	372	812	1324	-	391	738	1284	-	1:57	Lincle POPS汎用+レイヤー	BEMANI Designers "スティンガー"?
ベラ・ベ・カラベラ	-	529	873	1436	-	525	920	1419	-	2:02	専用:BEMANI Designers "Ray"?	
もんめためたもん	110	429	714	1127	-	423	732	1119	-	1:57	公式MV	
煉獄コンフィチュール	-	516	957	1353	-	511	942	1284	-	1:58	PENDUAL FUTURE汎用	
2025/09/29配信												
Shooting Star	119	420	759	1228	-	425	738	1256	-	2:06	公式MV	
2025/11/19配信												
Lisa-RICCIA	261	622	1129	1692	2394	662	1255	1846	2393	2:13	専用:BEMANI Designers "T田"?	
2026/02/19配信												
華麗なる！音戯探偵ひなビタ♫	-	359	702	1204	-	425	708	1187	-	1:50	EPOLIS TRANSPORT汎用	
レシピのリドル	-	327	729	1181	-	398	768	1182	-	2:11	Sparkle Shower POPS汎用	
2026/02/26配信												
Signs and Wonders	-	338	524	806	-	332	581	829	-	1:28	公式MV	
WORLD TOURISM												
EDP LiveAct TOURISM 1・2												
GOLD RUSH 2025	-	446	825	1420	-	434	876	1343	-	2:00	Rootage CYBER汎用	
chaplet -IIDX re:build-	-	514	1002	1481	-	525	1044	1494	-	1:56	HEROIC VERSE GOTHIC汎用	
BPL S5 TOURISM 1												
COLOR BURST	103	396	701	1101	-	402	693	1109	-	2:00	公式MV	
Sparkle Fruit Lab.												
レモンルーム												
好吃来世deエレクトリック	-	412	700	958	-	414	726	1010	-	1:46	EPOLIS TRANSPORT汎用+レイヤー	球Ｑ
kors k's Let's make an Image Song!	-	495	941	1392	-	496	943	1351	-	2:05	専用:maysea	
BattleRoyal	-	562	899	1330	-	558	944	1318	-	2:01	RESIDENT CYBER汎用+レイヤー	はるお
Begin	-	517	1029	1638	-	540	1040	1628	-	1:56	専用:4O8Q	
⁽⁽ଘ( ˙꒳˙ )ଓ⁾⁾ beyond reason	-	644	1103	1988	-	640	1108	1914	-	2:00	専用:はるお	
グレープルーム												
Watermelon Explosion	-	385	702	1021	-	386	699	1026	-	1:45	専用:はるお	
REcorrection	-	298	556	823	-	293	543	852	-	2:04	10th POPS汎用	
Hallucination	-	538	964	1391	-	535	973	1363	-	2:02	専用:NAGI	
voice of echo.	-	558	917	1392	-	559	959	1383	-	1:55	専用:NAGI	
クレッシェンド	-	616	965	1742	-	652	985	1657	-	1:45	専用:9-sphere	
FiZZλ_PØT!0И	-	723	1065	1800	-	749	1286	1672	-	1:56	専用:maysea	
いちごルーム												
Show Time	-	429	725	1035	-	442	720	1023	-	1:58	専用:NAGI?	
タンポポ	-	635	973	1346	-	632	951	1436	-	1:44	GOLD HOUSE汎用	
Nemophila	-	527	920	1404	-	531	935	1470	-	2:02	専用:Seventhgraphics?	
UNDO THE NIGHT	-	526	1079	1787	-	542	1030	1769	-	2:03	専用:ヒロサキ	
PERFECT GREAT!!	-	649	1237	1990	-	659	1240	1997	-	2:00	専用:maysea?	
Amor∞Fati	-	634	1310	2171	-			2160	-	2:05	専用:GOLI?	
みんなで応援！BPLプロ選手サポーターズ -SEASON 5-												
Astra Blaze	-	599	1159	1730	-	599	1183	1767	-	2:01	CastHour CYBER汎用	
GO!	-	447	933	1618	-	556	956	1559	-	2:07	tricoro CYBER汎用	
