SP					DP				BPM	GENRE	TITLE	ARTIST	
B	N	H	A	L	N	H	A	L					
beatmania IIDX ▼ △													
-	"[HCN]
[HBSS]
7"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	"[HCN]
7"	"[HCN]
[HBSS]
11"	"[HCN]
[HBSS]
12"	-	165	新世紀進歩的羽扇子音楽	真 地獄超特急 -HELL or HELL-	DJ TECHNORCH Vs. L.E.D.Light-G	
-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	150	ORBITALICTRO	セロトニン	U1 overground	
-	6	10	11	-	6	10	11	-	170	FUTURE E-POP	追想快晴テーマパーク	PHQUASE	
-	4	6	10	-	4	6	10	-	110	GLITCH JAZZ	星屑ディスタンシア	ARM feat. 普透明度 + Brasscapsule	
-	5	9	11	-	"[HCN]
5"	"[HCN]
9"	"[HCN]
11"	-	208-290	禅ジャズ	明鏡止水	TOMOSUKE feat. あさき	
-	7	10	12	-	7	10	12	-	160	電波デステクノ	めいさいアイドル☆あいむちゃん♪	DJ SHARPNEL feat. みらい	
-	6	"[CN]
9"	"[CN]
11"	-	6	"[CN]
10"	"[CN]
11"	-	280	エピックプログレ	量子の海のリントヴルム	黒猫ダンジョン	
beatmania IIDX 24 SINOBUZ ▲ ▼ △													
2	"[CN]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	"[CN]
[BSS]
12"	"[CN]
5"	"[CN]
9"	"[CN]
11"	"[CN]
[BSS]
12"	153	HiTECH FULLON	Amazing Mirage	lapix	
-	6	9	10	-	6	9	10	-	191	DANCE SPEED	AO-∞	青龍	
-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	165	EPIC D'N'B	Apocalypse	Morrigan feat. リリィ	
-	5	9	11	-	7	10	11	-	145	UPLIFTING TRANCE	Around The Galaxy	NISH	
-	5	8	11	-	6	9	11	-	132-157	WORLD	AsiaN distractive	猫叉劇団	
-	"[CN]
6"	"[CN]
10"	"[CN]
11"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	163	SPIRAL STAIRS	BabeL ～Grand Story～	Ako Atak	
-	4	9	11	-	5	8	11	-	174	ALTERNATIVE TECHNO POP	Be A Star	PHQUASE feat.ぁゅ	
-	6	9	11	-	6	9	11	-	66-198	DJ BATTLE	Beat Juggling Mix	Hommarju	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
6"	"[CN]
8"	"[CN]
10"	-	175	HARDCORE RAVE	Believe in you	DJ Shimamura feat. Renna	
-	4	7	11	-	4	8	11	-	142	TRANCE	Beyond The Seven	Nhato	
-	5	9	11	-	5	8	11	-	106-150	FESTIVAL SOUND	BREAK OVER	MASAYOSHI IIMORI	
-	"[CN]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	-	206	MOOMBAHCORE	Breakin' Chain	REDALiCE feat. MONICO	
-	7	9	11	12	7	9	11	12	207	SUPER ULTIMATE HYPER CORE	BroGamer	USAO	
-	6	10	12	-	6	10	12	-	170	HARD TRAP	Caterpillar	Eagle	
-	3	8	11	-	4	9	11	-	※	"[N]ANTHEM
[SPH]WITHOUT YOU TONIGHT
[SPA]EURODANCE
[DPH]J-CORE
[DPA]Hi ANTHEM"	"crew
[N]crew -original mix-
[SPH]crew -VENUS mix-
[SPA]crew -Ryu☆ mix-
[DPH]crew -kors k mix-
[DPA]crew -Prim version-"	"beatnation Records
[N][DPH]beatnation Records feat.星野奏子
[SPH]beatnation Records feat.VENUS
[SPA]beatnation Records feat.NU-KO
[DPA]beatnation Records feat.Prim"	
-	5	9	11	-	5	9	11	-	150	DREAM COLLABORATION	Cyber True Color	kors k vs Sota Fujimori	
-	6	10	12	-	7	10	12	-	169	ARCHAIC TALE EP1	DORNWALD ～Junge～	DJ TOTTO	
-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	"[HCN]
7"	"[HCN]
10"	"[HCN]
12"	-	146	HYBRID BUCHIAGE TRANCE	ECHIDNA	HuΣeR	
-	6	8	11	-	6	8	11	-	196	FUTURE BEATS	Egret and Willow	Dirty Androids	
-	3	6	8	-	3	6	8	-	135	EDM	elemental bender feat. Kanae Asaba	MK	
-	5	9	12	-	6	9	12	-	190	HYPER DIGIMETAL	FUZIN RIZIN	SOUND HOLIC feat. Nana Takahashi & 709sec.	
-	7	"[CN]
10"	"[CN]
12"	-	7	"[CN]
10"	"[CN]
12"	-	200	TRANCE CORE	Go Ahead!!	Ryu☆ Vs. Sota	
-	"[CN]
7"	"[CN]
11"	"[CN]
[BSS]
12"	"[CN]
[BSS]
12"	"[CN]
7"	"[CN]
10"	"[CN]
12"	"[CN]
12"	222	REQUIEM PSY	GuNGNiR	Gram	
2	5	9	12	-	5	9	12	-	155	HARDSTYLE	HADES	Massive New Krew	
-	"[BSS]
4"	9	11	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[BSS]
11"	-	185	HAPPY	HAPPY★RUSH	P*Light	
-	5	8	11	-	5	8	11	-	160	HYPER TRAP	Honey Trap	Expander	
-	6	10	11	-	7	10	11	-	184	NEUROFUNK	INVISIBLE STRIX	L.E.D.	
-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	185	DRUM'N'BASS	Lost wing at.0	猫叉Master+	
3	7	10	11	-	7	10	11	-	148	PIANO CONTEMPORARY	Macuilxochitl	TOMOSUKE	
-	4	6	10	-	4	6	10	-	174	KAWAII FUTURE BASS	Magical	Snail's House	
-	"[BSS]
7"	"[BSS]
11"	"[BSS]
12"	-	"[BSS]
7"	"[BSS]
10"	"[BSS]
12"	-	256	EXPERIMENTAL	Mare Nectaris	神楽	
-	6	10	11	-	6	10	11	-	170	TECHNO	Modular Technology	Sota Fujimori	
-	4	8	10	-	4	8	10	-	128	TURBOFUNK	Music is The Answer	C-Show	
-	5	8	11	-	5	9	11	-	86-144	NOSTALGIA	nostos	Setaria Virtuoso	
-	3	7	10	11	3	7	10	11	140	BUBBLEGUM DANCE	OOO	Ryu☆ feat.moimoi	
-	6	10	"[CN]
12"	-	6	10	12	-	215	POP BREAKCORE	OTENAMI Hurricane	t+pazolite	
-	5	8	11	-	5	8	11	-	147	MONDO-GROOVE BASSHOUSE	PAPAYAPA BASS	かめりあ feat. ななひら	
-	5	9	10	-	5	9	10	-	170	BEAT PIANO MUSIC	Piano Samurai	maras k(marasy＋kors k)	
-	"[CN]
6"	"[CN]
10"	"[HCN]
12"	-	"[CN]
7"	"[CN]
10"	"[HCN]
12"	-	190	HARD BREAK BEATS	Quakes	dj Hellix	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	159	TRANCE	RAIN	dj TAKA	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	160	SPEED RAVE	Rave Cannon	kors k	
-	5	8	10	-	5	8	10	-	165	哀愁EUROBEAT	Remedy feat. Kanae Asaba	Y&Co.	
3	"[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	199	RDM	ROTTERDAM SHOGUN	ABDI from ジャカルタファンクブラザーズ	
-	5	9	11	12	6	9	11	12	150	TECH BREAKBEATS	SAMURAI-Scramble	DJ Mass MAD Izm*	
-	6	9	11	-	6	9	11	-	130-195	PIECED MAKIBISHI	Sarutobi Champion is 拙者	Project B-	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	165	SHINOBI RAVE	SAY BAY	P*Light	
-	4	7	9	-	4	6	9	-	136	80's SYNTH FUNK	Seaside Labyrinth	Dirty Androids	
-	3	5	9	11	3	6	9	11	135	R&B	Selfish Sweet	OSTER project feat. かなたん	
-	5	10	11	-	6	10	12	-	145	TECHNO	SEQUENCE CAT	SLEDLAKE (SLAKE & L.E.D.)	
-	"[CN]
4"	"[CN]
6"	"[CN]
10"	-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	160	CHIPTUNE	shuriken	ヒゲドライバー	
-	6	9	10	-	6	9	10	-	190	CANDY ROCK	SINOBUZ Fantasy	Noria	
3	6	10	12	-	6	10	12	-	153	ANTHEM	Sky High	Cuvelia	
-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	156	ASIAN CONTEMPORARY	Snakey Kung-fu	金獅子 vs 麒麟 feat. 獏	
-	"[HCN]
5"	"[HCN]
8"	"[HCN]
[HBSS]
12"	-	"[HCN]
5"	"[HCN]
9"	"[HCN]
11"	-	177	DRUM&BASS	Steel Edge	Maozon	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	175	HARDCORE RAVE	Summerlights(IIDX Edition)	DJ Noriken	
-	6	9	"[CN]
12"	-	6	9	"[CN]
12"	-	190	HARDTEK	Super Rush	kors k	
-	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	60-160	ELECTRO FUSION	Surf on the Light	Tomoyuki Uchida	
-	5	8	10	-	5	8	11	-	150	HARDSTYLE	The Commanders	USAO	
-	4	8	11	-	5	8	11	-	33-130	BIG BEAT/BREAKBEATS	(This Is Not) The Angels	Hommarju	
-	"[HCN]
5"	"[HCN]
10"	"[HCN]
12"	-	"[HCN]
5"	"[HCN]
10"	"[HCN]
12"	-	152	HARD TRANCE	TOGAKUSHI	SETUP	
-	3	7	10	"[HCN]
12"	3	7	10	"[HCN]
12"	138	UPLIFTING TRANCE	Umbral	Maozon	
-	6	10	12	-	7	10	11	-	190	JUMP UP/HARDCORE	Venom	kors k vs L.E.D.-G	
-	5	8	10	-	5	8	10	-	143	HARD HOUSE	Vermilion	Remo-con	
-	5	8	"[CN]
10"	-	5	9	"[CN]
10"	-	175	MAINSTREAM HARDCORE	Warrior	DJ CHUCKY feat. Jonjo	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	164	CYBER JAZZSTEP	XINOBIKILL	SOUND HOLIC feat. Nana Takahashi	
-	"[BSS]
5"	"[BSS]
8"	"[BSS]
11"	-	"[BSS]
5"	"[BSS]
8"	"[BSS]
11"	-	154	夏の夕暮れと、DUBSTEP。	yamabiko (SINOBUZ Edition)	かめりあ	
-	4	"[CN]
9"	"[CN]
11"	-	4	"[CN]
9"	"[CN]
11"	-	176	ALTERNATIVE ELECTRO	Yellow Sketch(RX-Ver.S.P.L.)	高田雅史	
-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	195	WORLD/ELECTRONICA	イザナミノナゲキ	猫叉Master	
-	6	10	12	-	7	10	12	-	192	HARDCORE	焔極OVERKILL	RoughSketch Vs. L.E.D.-G	
-	5	9	11	-	5	9	11	-	170	ORBITALIC FUTURE BASS	禍根	U1 overground	
-	7	10	11	-	7	10	11	-	190	CROSSBREED	鴉	L.E.D.-G	
-	5	9	12	-	5	9	12	-	145	ORIENTAL FUSION	九尾狐夜行	天狐	
-	5	8	10	-	5	8	10	-	128	理系ポップ	恋はどう？モロ◎波動OK☆方程式!!	あべにゅうぷろじぇくと feat. 佐倉紗織 produced by ave;new	
-	"[HCN]
4"	"[HCN]
6"	"[HCN]
9"	-	"[HCN]
3"	"[HCN]
6"	"[HCN]
9"	-	100	DRAMATIC WALTZ	獅子霞麗ノ舞	HuΣeR	
-	5	9	11	-	5	9	11	-	189	忍歌	忍恋花	黒脛	
-	"[BSS]
6"	"[BSS]
9"	"[BSS]
12"	-	"[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	160	HiTECH	〆	lapix	
-	4	"[CN]
8"	"[CN]
10"	-	4	"[CN]
8"	"[CN]
10"	-	180	POP ROCK	次葉 -turn the page-	小寺可南子	
-	3	5	7	-	2	5	7	-	180	ACEDIA	ちらちら・はらはら	NU-KO	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	160	MICHINOKU	津軽雪	罠師 VS 安室	
-	"[CN]
5"	"[CN]
7"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	70-125	FOREST SNOW	月雪に舞う華のように	猫叉Master	
-	3	7	11	-	4	7	11	-	210	ネオスカ電波	ディッシュウォッシャー◎彡おいわちゃん	ARM×狐夢想 feat. 山本椛	
-	5	9	12	-	5	9	12	-	262	空想ファンタジーシリーズ	童話回廊	DJ TOTTO	
-	6	10	12	-	6	10	12	-	165	LAST ARTS	刃図羅	猫叉Master vs HuΣeR	
-	5	9	12	-	6	9	12	-	136	HIP HOP	焱影	RoughSkreamZ feat.楽天斎	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	4	9	"[CN]
11"	-	135	TRIBAL HOUSE	¡Viva!	Ryu*	
1	5	7	10	11	5	7	10	11	155	HYPER ENKA POP	冬椿 ft. Kanae Asaba	Xceon	
-	6	9	"[CN]
12"	-	6	9	11	-	100	NEON/TWERKCORE	#MAGiCVLGiRL_TRVP_B3VTZ	DJ Noriken	
beatmania IIDX 25 CANNON BALLERS ▲ ▼ △													
-	7	10	12	-	7	10	12	-	174	RENAISSANCE	AA -rebuild-	D.J.Amuro	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	165	DUBSTEP	Abraxas	SYUNN	
-	6	8	10	-	5	8	10	-	153	SYNTH-TECH	ACCELERATE	Sota Fujimori	
-	2	5	9	-	3	5	"[CN]
9"	-	154	PIANO TRANCE	Alpheratz	Xceon	
-	4	8	11	-	5	8	11	-	138	熱帯 THE BASS	Amor De Verão	かめりあ feat. ななひら	
-	5	8	10	-	5	8	10	-	150	PSY TECH DANCE	ANAGMA	C-Show	
-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	180	STYLISH CROSSOVER	ANCHOR	BEMANI Sound Team "HuΣeR Vs. SYUNN"	
-	"[HCN]
[HBSS]
6"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	"[HCN]
[HBSS]
6"	"[HCN]
[HBSS]
9"	"[HCN]
[HBSS]
12"	-	222	HARDCORE DANCE SPEED	Antigravity	t+pazolite	
-	5	9	12	-	5	9	12	-	185	GENESIS	Arca	BEMANI Sound Team "Akhuta Works"	
-	6	9	11	-	6	9	11	-	162	CYBERCORE	Around the Future	Maozon vs. C-Show	
-	"[HBSS]
6"	"[HCN]
[HBSS]
9"	"[HCN]
[HBSS]
11"	-	"[HBSS]
6"	"[HCN]
[HBSS]
9"	"[HCN]
[HBSS]
11"	-	155	WAGON WHEEL TRANCE	Back Spin Sweeper	DJ TOTTO	
-	6	9	11	-	6	9	11	-	165	SCHRANZ	Battleground	kors k	
-	4	9	11	-	5	9	11	-	190	DIGITAL THRASH PUNK	Be a Hero!	中島由貴	
-	4	8	10	-	4	8	"[CN]
10"	-	177	CYBER LIQUID FUNK	Best of Me	Maozon	
2	6	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	6	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	174	NEO JUNGLE	Boomy and The Boost	Eagle	
-	"[CN]
6"	"[CN]
9"	"[CN]
10"	-	"[CN]
6"	"[CN]
9"	"[CN]
10"	-	184	DRUMSTEP/HARDCORE	Break Stasis	Hommarju & Akira Complex	
-	6	9	11	"[CN]
[BSS]
12"	6	9	11	"[CN]
[BSS]
12"	140	CYBERNETICS PIANO HOUSE	ChaserXX	HuΣeR	
-	5	8	10	-	5	8	11	-	180	FUTURE BASS	Chemical Cookie	YUC'e	
-	"[CN]
7"	"[CN]
9"	"[CN]
11"	-	"[CN]
7"	"[CN]
9"	"[CN]
11"	-	178	DRUM&BASS	City Never Sleeps (IIDX EDITION)	Dirty Androids	
-	4	7	9	-	5	7	9	-	152	COSMIC POP	COSMIC☆WONDER☆REVOLUTION	猫叉Master+	
-	6	10	12	-	7	10	12	-	200	HARDCORE	DEADHEAT	DJ Myosuke	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	"[HCN]
12"	"[CN]
7"	"[CN]
10"	"[CN]
12"	"[HCN]
12"	200	世紀末コア	DEATH†ZIGOQ ～怒りの高速爆走野郎～	L.E.D.ALiCE(DJ NAGAI Vs. BEMANI Sound Team "L.E.D.-G")	
-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	50-400	PUMPCORE	DropZ-Line-	Getty vs. DJ DiA	
-	5	8	11	-	5	9	12	-	170	VELLUM	Eine Haube ～聖地の果てにあるもの～	AIKO OI	
"[HCN]
3"	"[HCN]
[HBSS]
7"	"[HCN]
[HBSS]
11"	"[HCN]
[HBSS]
12"	-	"[HCN]
[HBSS]
7"	"[HCN]
[HBSS]
11"	"[HCN]
[HBSS]
12"	-	88-176	IRREGULAR DJENT STEP	EMERALDAS	BEMANI Sound Team "HuΣeR vs dj Hellix"	
-	5	9	12	-	5	9	12	-	190	DRUM'N'BASS	encounter	猫叉Master+	
-	5	9	11	-	5	9	11	-	147	HARD BASS HOUSE	Exhaust Hype	DJ Noriken	
-	4	8	10	-	4	8	10	-	200	MIDDLE EASTERN TWERK	Expanded !!	BEMANI Sound Team "Expander"	
-	5	9	11	-	5	9	11	-	191	ARTCORE	Fervidex	Feryquitous	
-	5	8	11	-	5	8	11	-	150	HYPER DUBSTEP	FREEDOM	USAO	
-	4	9	10	-	4	10	11	-	140	TECH HOUSE	From Time To Time	sanodg	
-	5	8	11	-	5	8	11	-	※	HOLIC	FUTURE is Dead	C-Show	
-	3	"[CN]
7"	"[CN]
9"	-	4	"[CN]
7"	"[CN]
9"	-	130	TROPICAL HOUSE	Get Up! feat. Kanae Asaba	MK	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	150	HANDZ STYLE	HAT TRICK	P*Light	
-	"[BSS]
4"	"[BSS]
7"	"[CN]
[BSS]
10"	-	"[BSS]
4"	"[BSS]
8"	"[BSS]
10"	-	132-150	FREE STYLE	Hella Deep	MASAYOSHI IIMORI	
-	6	10	11	-	7	10	12	-	190	GABBA	HYPE THE CORE	DJ CHUCKY	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	170	EURO TRANCE	I Love You	O/iviA	
-	"[CN]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	180	EMOTIONAL RAVE EUPHORIA	Illusionary Waterlily	DJ Noriken	
"[HCN]
3"	"[HCN]
7"	"[HCN]
10"	"[HCN]
[HBSS]
12"	-	"[HCN]
7"	"[HCN]
10"	"[HCN]
12"	-	160	00's TECHNO	Initiation	BEMANI Sound Team "謎の勢力"	
-	6	10	12	-	7	10	12	-	195	UPTEMPO HARDCORE	Life Is A Game ft.DD"ナカタ"Metal	RoughSketch	
-	"[CN]
5"	"[CN]
7"	"[CN]
10"	-	"[CN]
5"	"[CN]
7"	"[CN]
10"	-	188	POPCORE	LUV DRIVE	RoughSketch feat.Aikapin	
-	5	9	"[CN]
11"	-	5	9	"[CN]
11"	-	154	ADMIRABLE	MAXIVCORD	BEMANI Sound Team "dj TAKA"	
-	"[CN]
4"	"[CN]
6"	"[CN]
9"	-	"[CN]
4"	"[CN]
6"	"[CN]
9"	-	128	NU 80's DISCO FUNK	Midnight Lady	Dirty Androids	
-	4	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	-	5	"[BSS]
8"	"[CN]
[BSS]
11"	-	300	FUTURE TERROR	n'pa pa BBQ	YUC'e	
-	"[CN]
7"	"[CN]
10"	12	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	169	MACHINEGUN PSYSTYLE	NITROUS CANNON	かめりあ	
-	5	8	11	-	5	8	11	-	155	HYPER TECHNO	No Limit 2 dAnce feat. 大山愛未	Y&Co.	
-	5	8	11	"[BSS]
12"	6	9	11	-	160	ULTRA JAZZFUNKTION	Nothing but Theory	lapix	
-	6	"[CN]
8"	"[CN]
10"	"[CN]
12"	6	"[CN]
10"	"[CN]
11"	"[CN]
12"	155	TECHNO	O/D*20	Ryu*	
-	4	8	10	-	5	8	10	-	150	PSYCHDELIC TRANCE	Only for now	RINA SOUND PRODUCE:KAZUYA TAKASE	
-	7	"[CN]
10"	"[CN]
12"	-	7	10	"[CN]
12"	-	180	DRUMSTEP	Papilio ulysses	BEMANI Sound Team "SYUNN"	
-	6	9	12	-	6	10	12	-	155	HARDSTYLE	Persephone	Massive New Krew	
-	6	"[BSS]
10"	"[CN]
[BSS]
12"	-	7	"[BSS]
10"	"[BSS]
12"	-	195	HARDCORE	Rampage	USAO	
-	7	10	12	-	7	10	12	-	142	PANIC FUSION	Raspberry Railgun	OSTER project	
-	5	8	11	"[CN]
[BSS]
12"	5	8	11	"[CN]
[BSS]
12"	160	Hi-TECHDANCE	REVOLVER	sky_delta	
-	4	6	9	-	4	6	9	-	188	THE WORLD EVOLVE	Sleepless days	猫叉Master feat.Mayumi Morinaga	
-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	175	FUTURE CORE	Slipstream	lapix	
-	"[CN]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	-	190	HARDTEK	SPEED DEMON	GUHROOVY feat. NO+CHIN	
-	4	8	10	11	4	8	10	11	160	HEAV'NLY TRANCE	STARLIGHT JUNCTION	SOUND HOLIC feat. Nana Takahashi	
-	"[CN]
6"	"[CN]
9"	"[CN]
10"	-	"[CN]
6"	"[CN]
9"	"[CN]
10"	-	138	ELECTRO TRANCE	Static State	Nhato	
-	"[CN]
[BSS]
5"	"[CN]
8"	"[CN]
[BSS]
11"	-	"[CN]
5"	"[CN]
8"	"[CN]
[BSS]
11"	-	155	PSYSTYLE	Temple of Anubis	Massive New Krew	
2	6	10	11	-	6	10	11	-	170	EUROBEAT	THE CANNONBALLER	L.E.D. feat. YURiCa/花たん	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	142	TECH BREAKS	The Chase	DJ Mass MAD Izm*	
2	6	"[CN]
10"	"[CN]
[BSS]
11"	-	"[CN]
7"	"[CN]
10"	"[CN]
[BSS]
11"	-	180	OSHARave	UMMU	t+pazolite	
-	5	9	11	-	7	10	12	-	139	DANCE POP	Usual Days-remix	ota2	
"[CN]
3"	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	200	HYBRID HARDCORE	Xperanza	aran	
-	5	8	10	-	5	8	10	-	147	JAZZ ROCK	1001 -ESCAPE-	SOUND HOLIC feat. Nana Takahashi	
-	6	9	12	-	6	9	12	-	255	HYPER SPEED RAVE	255	255	
-	4	8	11	-	4	8	11	-	183	STRANGE WORLD MUSIC	命の標本	志方あきこ	
-	6	8	11	-	6	8	11	-	210	プログレッシブ徒競走	うさ☆かめ 大戦争！	ARM×狐夢想 feat. I've:柚子乃 & RINA	
-	4	8	10	-	4	8	10	-	180	HARD FRENCH	エディブルフラワーの独白	OSTER project feat. 常盤ゆう	
-	3	7	10	-	3	7	10	-	219	ELEGANT SWING	共犯ヘヴンズコード	D-Evoke(与那嶺雅人/小日向翔)	
-	7	10	12	-	7	10	12	-	190	NATURE	シムルグの目醒め	BEMANI Sound Team "DJ TOTTO" feat.rionos	
-	7	10	12	-	7	10	12	-	180	Hi-MYTH	神謳 -RESONANCE-	SOUND HOLIC feat. Nana Takahashi Vs.GOD PHOENIX Prim	
1	4	8	10	"[CN]
11"	4	8	10	"[CN]
11"	182	EMOTIONAL ROCK	純真可憐デザイア	BEMANI Sound Team "HuΣeR" feat.Fernweh	
-	3	7	10	-	4	8	10	-	142	JOURNEY SCENE	草原の王女-軌跡を辿って-	劇団レコード	
2	6	9	12	-	6	9	12	-	196	ORBITALIC GABBER STEP	東京神話	DJ TECHNORCH feat.宇宙★海月 vs BEMANI Sound Team "U1-ASAMi"	
-	5	7	9	-	5	7	9	-	170	歌謡ニューウェーブ	ナイトシティー・アヴァンチュール	森永真由美	
-	4	7	10	-	5	8	10	-	157	YANKEE CAR J TRANCE	ハイ*ビスカス ft. Kanae Asaba	Xceon	
-	5	8	10	-	5	8	10	-	155	CLASSIC MOTIF	バスルーム ロマンス	BEMANI Sound Team "Saori Watanabe"	
-	"[CN]
[BSS]
5"	"[CN]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
8"	"[CN]
[BSS]
11"	-	175	電波ソング	バ→ビ→ブ→Bomb!	ヒゲドライバー join. 新菜まこ & 松平なな	
-	5	9	11	-	5	9	11	-	188	AKIBA-POP	パラドキシカル・タイムリープトライアル(Short Ver.)	MOSAIC.WAV	
-	"[CN]
5"	"[HCN]
8"	"[HCN]
10"	-	"[CN]
5"	"[HCN]
8"	"[HCN]
11"	-	170	FUTURE J-POP	ラストセンチュリーメランコリック	DJ Taku aka ☆Taku Takahashi (m-flo)	
beatmania IIDX 26 Rootage ▲ ▼ △													
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	232	ASYMMETRY ART	Afterimage d'automne	BEMANI Sound Team "猫叉劇団"	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	150	DANCE MUSIC	BLACK JACKAL	Akira Complex	
-	5	8	"[CN]
10"	-	5	8	"[CN]
10"	-	158	BLOOM TRANCE	BLO§OM	BEMANI Sound Team "TAG"	
3	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
[BSS]
10"	"[CN]
12"	-	195	SYMPHONIC TRANCECORE	Carmina	CANVAS feat. Quimär	
3	"[CN]
7"	"[CN]
9"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
9"	"[BSS]
12"	-	175	FUTURE CORE	Carry Me Away	lapix	
-	6	10	12	-	6	10	12	-	190	MARVELOUS CHEER	Catch Our Fire!	中島由貴	
-	5	9	11	12	6	10	11	12	125	BIG BEAT	CODE:Ø	BEMANI Sound Team "HEXA"	
-	6	9	10	12	6	10	10	12	150	UPLIFTING ETHNIC	CoMAAAAAAA	Ryu☆	
