title,artist,genre,bpm,sp_b_level,sp_n_level,sp_h_level,sp_a_level,sp_l_level,dp_n_level,dp_h_level,dp_a_level,dp_l_level,sp_b_notes,sp_n_notes,sp_h_notes,sp_a_notes,sp_l_notes,dp_n_notes,dp_h_notes,dp_a_notes,dp_l_notes
カジノファイヤーことみちゃん,ARM feat. 山本椛 + Brasscapsule,電波,230,-,4,8,11,12,4,8,12,-,-,331,737,1271,1777,343,701,1477,-
仮想空間の旅人たち,DJ MURASAME,TECHNO,151,-,5,9,11,12,5,8,11,12,-,587,1121,1450,1943,570,1032,1549,1817
キャトられ♥恋はモ～モク,ギュ～っとしたい♥Prim,Hi-ν BLEEP,196,-,6,10,12,-,6,10,12,-,-,751,1359,1988,-,795,1388,2120,-
狂イ咲ケ焔ノ華,覚醒ノPrim,Hi-GOTH,206,-,6,10,12,-,6,10,12,-,-,621,1269,1860,-,656,1316,1894,-
シュレーディンガーの猫,Cait Sith,TOY CONTEMPORARY,187,-,6,10,12,-,7,10,12,-,-,580,1231,1717,-,614,1198,1685,-
創世ノート,PON+wac,CREATOR,200,-,4,9,11,-,4,9,11,-,-,430,988,1512,-,464,952,1265,-
即席！脳直★ミュージックシステム,MOSAIC.WAV,AKIBA-POP,197,-,6,10,12,-,6,9,12,-,-,529,1032,1838,-,543,1056,1735,-
たまゆら,佐々木博史,PROGRESSIVE,180,-,7,10,12,-,6,10,12,-,-,600,960,1407,-,602,1159,1441,-
トリカゴノ鳳凰,L.E.D. Vs. 幽閉サテライト,歌謡 DRUM & BASS,185,-,6,9,12,-,6,9,12,-,-,586,1057,1932,-,579,1138,1709,-
†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),夏色ビキニのPrim,Hi-CORE,190,1,3,9,12,-,3,9,12,-,123,279,858,1835,-,278,973,2084,-
メイメツ、フラグメンツ,中山真斗(Elements Garden)feat.桜川めぐ,CYBER SYMPHONIC POP,157,-,4,8,10,-,4,7,11,-,-,329,661,984,-,357,588,1059,-
ラキラキ,Mutsuhiko Izumi & S-C-U,LUCKY TECHNO,165,-,4,8,10,-,4,8,10,-,-,332,749,1001,-,343,758,1016,-
龍と少女とデコヒーレンス,黒猫ダンジョン,EPIC TECHNO,165,-,5,8,11,12,5,9,11,12,-,427,863,1515,1713,440,893,1387,1722
Adularia,DJ TOTTO,ARTCORE,180,1,6,10,12,-,6,10,12,-,100,540,972,1449,-,524,946,1382,-
ALBA -黎明-,SOUND HOLIC feat. Nana Takahashi,HYPER GOTHIC BEAT,165,-,5,8,11,12,4,8,11,12,-,330,787,1631,1990,398,820,1600,1996
Ancient Scapes,Durandal,DYNASTIC FREEFORM,178,-,6,10,12,12,6,10,12,12,-,602,1073,1780,2198,637,1254,1931,2285
BLUE DRAGON(雷龍RemixIIDX),青龍,RAVERS DANCE SPEED,188,-,7,10,12,-,7,10,11,12,-,769,1159,1727,-,675,1033,1373,1774
BRAINSTORM,Hardcore United Tokyo(teranoid & DJ TECHNORCH),TRANCECORE MEETS GABBA,180,-,4,10,11,-,6,10,12,-,-,386,1032,1449,-,633,1204,1495,-
BRAVE OUT,nomico / DOWNFORCE,ELECTRANCE,150,-,5,8,10,11,5,9,11,12,-,528,773,1091,1413,520,912,1264,1809
Claiomh Solais,DJ Yoshitaka VS S.S.D.,ILUZIO,165,-,2,6,9,-,2,8,10,-,-,173,723,1052,-,265,843,1175,-
Cleopatrysm,ピラミッ℃,PHARAO BEAM STEP,190,-,4,8,11,-,4,9,11,-,-,416,753,1326,-,381,732,1199,-
Close the World feat.a☆ru,天叢雲剣,J-CORE,188,-,5,10,12,12,5,9,12,12,-,578,1075,1739,1983,433,912,1610,1851
Critical Crystal,青龍,DANCE SPEED,191,1,6,8,11,-,6,9,11,-,112,565,946,1495,-,574,975,1429,-
DARK LEGACY,BaSTeT,DARK ELEMENT,196,-,6,9,12,-,7,9,12,-,-,675,1077,1828,-,894,1127,1853,-
Devilz Sacrifice -贖罪の羊-,OSTER project,SYMPHONIC BREAK BEATS,175,-,5,9,11,-,6,9,11,-,-,489,927,1265,-,497,922,1224,-
diagram,Expander,GLITCH HOP,112,-,3,7,11,-,4,7,11,-,-,318,660,1461,-,400,636,1419,-
Elektrick U-Phoria,DJ Noriken,UK HARDCORE,180,-,6,9,11,12,5,8,12,12,-,593,1004,1566,2050,654,1048,1763,2164
Element of SPADA,猫叉Master feat.霜月はるか,HEALING POP,170,-,3,7,9,11,3,6,9,11,-,355,686,1047,1560,355,686,1217,1571
Engraved Mark,Ryu☆ ∞ Des-ROW,HAPPY SAD CORE,188,-,4,8,11,-,4,8,11,-,-,413,700,1222,-,430,713,1209,-
EXTREME MACH COLLIDER,L.E.D.,TECHNO,148,-,5,8,11,-,5,9,10,-,-,527,763,1305,-,485,852,1007,-
Feel The Beat,Falsion,HARDCORE RAVE,175,-,7,10,12,12,6,9,11,12,-,689,1129,1830,2225,578,1049,1628,1879
Funny shuffle,猫叉Master+,JAG GLITCH,115,-,3,6,11,-,4,7,11,-,-,309,590,1199,-,308,639,1312,-
HYENA,Hommarju,BIG BEAT,178,-,6,9,11,12,5,8,11,12,-,608,1026,1434,1894,531,943,1433,1934
Hypersonik,Eagle,DRUM&BASS,175,-,5,8,10,-,5,8,11,-,-,521,878,1272,-,544,897,1252,-
I will be back -オレは帰ってきた-,SUPER STAR 満-MITSURU-,ONLY ONE MOMENT,172,-,6,9,11,-,6,10,12,-,-,516,1012,1492,-,544,1086,1512,-
Idola,iconoclasm feat.GUMI,REPLICANT CORE,201,-,6,10,12,-,6,10,12,-,-,621,1181,1826,-,655,1237,1873,-
Insane Techniques,kors k,Hi-TECH FULL ON,146,-,4,7,11,-,4,8,10,-,-,378,672,1263,-,385,812,1251,-
INSOMNIA,ジャカルタファンクブラザーズ,FUNKOT,195,-,4,8,12,-,4,8,12,-,-,407,938,1661,-,443,991,1722,-
into the battlefield,the wandering bard,SYMPHONIC BREAKS,180,-,4,8,10,-,5,7,10,-,-,374,734,1193,-,420,760,1184,-
invoker,Caladborg,TRIBE CORE,195,-,5,9,12,12,6,10,12,12,-,569,1009,1624,1851,579,1242,1659,1773
KAISER PHOENIX,96,HEAVY METAL,170,-,7,10,12,12,6,10,11,12,-,679,1194,1693,2026,687,1224,1473,2058
KHAMEN BREAK,くふおー,PROGRESSIVE GOSPEL,180,-,3,7,11,-,3,8,10,-,-,298,723,1281,-,304,692,1154,-
Last Dance,dj TAKA,HARD STACC,150,-,6,10,12,-,6,10,12,-,-,616,1040,1650,-,614,1137,1678,-
Lighting Shower,TAG,TRANCE POP,162,-,4,7,11,-,4,7,11,-,-,418,694,1220,-,383,686,1288,-
M.D.Injection,Project B-,PIECED DOWNBEAT,202,-,3,6,10,-,5,8,11,-,-,301,626,1231,-,412,691,1259,-
m1dy Deluxe,m1dy,TOKYO STYLE SPEEDCORE,205,-,6,9,11,-,6,9,11,-,-,598,951,1342,-,627,931,1332,-
MAD ATTACK,HALFBY,UPBEAT,140,-,3,6,9,12,3,6,10,11,-,348,683,991,1396,383,719,1136,1193
MAGIC & LOVE,DJ Genki feat. Yukacco,HAPPY CORE,185,-,5,9,11,-,4,8,11,-,-,517,942,1481,-,470,765,1628,-
Miracle 5ympho X,USAO,FRENCHCORE,210,-,5,8,10,12,6,9,11,12,-,390,674,1325,1551,446,978,1489,1526
NPC World,PON,ELECTRO POP,165,-,5,8,10,-,5,9,10,-,-,522,826,1155,-,496,970,1174,-
Odin,Noizenecio,GABBER,160-180,-,4,7,10,-,5,7,10,-,-,408,721,1039,-,438,709,1140,-
Overload Frontier,DJ Shimamura,HARDCORE RAVE,175,-,5,8,11,-,6,9,11,-,-,404,954,1336,-,522,1006,1249,-
Pharaoh,劇団レコード,ANCIENT CIVILIZATION,180,-,3,8,11,-,3,8,9,-,-,331,727,1242,-,338,634,794,-
PUNISHER,TAG×PON,VARIANT RAVE,180,-,5,9,12,-,5,9,12,-,-,583,1081,1812,-,594,1107,1830,-
ra'am,雷龍,RAVERS DANCE SPEED,111-222,-,8,10,12,-,7,10,12,-,-,653,1003,1461,-,722,1067,1500,-
rainbow guitar weeps,dj TAKA,BRIGHTNESS,156,-,5,9,11,-,6,9,12,-,-,492,951,1406,-,610,998,1683,-
Recollection,Noria,POPS,182,-,5,7,9,-,6,7,8,-,-,597,883,1118,-,598,880,1104,-
refractive index,Sota Fujimori,PSYCHEDELIC TRANCE,154,-,3,7,11,-,4,7,11,-,-,374,731,1360,-,405,761,1415,-
RISE,Dirty Androids,DRUMSTEP,182,-,5,8,10,-,5,8,10,-,-,480,701,951,-,496,732,1038,-
RIZING YOU UP,Ryu☆,HAPPY HARDCORE,177,-,6,9,10,-,8,10,12,-,-,537,1080,1295,-,780,1313,1680,-
SCHWARZSCHILD FIELD,L.E.D.,FULL ON,150,-,6,9,11,-,7,9,11,-,-,472,840,1232,-,653,806,1143,-
Sigmund,Gram,REQUIEM PSY,200,-,7,10,12,12,7,10,12,12,-,806,1228,2029,2267,778,1341,2073,2255
Squeeze,VENUS feat. Mutsuhiko Izumi,WITHOUT YOU TONIGHT -VI-,173,-,5,8,11,-,5,8,11,-,-,432,745,1257,-,478,864,1250,-
THE DETONATOR,teranoid VS L.E.D.-G,NU STYLE GABBA,173,-,7,10,11,-,8,9,10,-,-,836,1284,1636,-,985,1156,1570,-
Unicorn tail,DJ YOSHITAKA,BREAKBEATS TRANCE,170,-,5,9,11,-,5,9,12,-,-,438,1046,1605,-,438,1050,1833,-
Valgus,DJ Myosuke feat.yukacco,MAINSTREAM HARDCORE,175,-,4,7,11,-,4,7,11,-,-,330,685,1206,-,348,734,1212,-
Verflucht,Tyrfing,HARD NRG,180,-,6,10,12,12,7,10,12,12,-,647,1081,1805,2401,643,1094,1949,2093
VOX UP,sampling masters MEGA vs 青龍,ROTTERDAM TECHNO,202,-,8,11,12,-,7,11,12,-,-,754,1473,1870,-,726,1437,1855,-
Wonder Girl feat. Kanae Asaba,Y&Co.,EUROBEAT,160,-,4,6,11,-,5,7,10,-,-,365,647,1414,-,432,673,1457,-
アルストロメリア,TAG,BLOOM FUSION,144,1,5,8,10,-,5,8,10,-,109,495,804,1254,-,482,852,1296,-
ÆTHER,TAG underground,ASTRAL HARDCORE,※,-,5,8,11,12,5,8,11,12,-,514,833,1440,1640,542,839,1385,1621
お願いアインシュタイン,中山真斗 feat.桜川めぐ,CYBER SYMPHONIC POP,143,-,5,8,10,-,5,8,10,-,-,457,753,1066,-,437,736,1041,-
疾風迅雷,KUMOKIRI,ORIENTAL CORE,180,-,6,10,12,12,6,10,12,12,-,592,1078,1493,1824,556,1154,1670,1764
旋律のドグマ～Misérables～,楓璃夢＝ジークフリード＝ファイエルローゼン,JUVENILE DRUM & BASS,192,-,6,10,12,-,6,10,12,-,-,629,1271,2002,-,691,1362,1974,-
超!!遠距離らぶ♡メ～ル,ななひら,乙女EDM,130,-,3,7,10,-,4,7,11,-,-,292,790,1352,-,363,879,1450,-
罪と罰,Xceon feat. Mayumi Morinaga,HYPER J-POP,144,-,5,7,10,-,6,8,10,-,-,555,711,1096,-,672,896,1216,-
デッドボヲルdeホームラン,猫叉Masterβ2,ELECTRIC MANOUSH SWING,145,-,3,9,11,-,4,9,11,-,-,318,846,1417,-,388,989,1447,-
轟け！恋のビーンボール！！,ダイナミック野球兄弟 v.s. クロスファイヤーPrim,ベースボールヒロイン,180,-,6,10,12,-,6,10,12,-,-,541,1012,1834,-,596,1116,1774,-
IX,dj TAKA VS DJ TOTTO feat.藍,BLOOD METAL,198,-,6,11,12,-,6,11,12,-,-,658,1247,2007,-,694,1382,2097,-
廿,DJ TECHNORCH,新世紀進歩的羽扇子音楽,120-160,-,5,8,10,12,5,8,10,12,-,485,890,1215,1731,485,938,1190,1782
バンブーソード・ガール,cosMo@暴走P,J-SPEEDMETAL,208,1,5,9,11,-,5,10,12,-,135,512,960,1261,-,502,994,1662,-
牧神笛吹きて,楽士ゾディアック,ZODIAC ORACLE X,157,-,4,8,11,-,4,8,11,-,-,377,721,1044,-,379,748,1026,-
煉獄のエルフェリア,猫叉Master+,HARD SYMPHONIC,183,-,7,10,12,-,7,10,12,-,-,698,1222,2000,-,725,1265,1945,-
海神,兎々,HYDRO CORE,159,-,7,10,12,12,7,10,12,12,-,585,1084,1629,1830,607,1145,1557,1860
AFRO KNUCKLE,猫叉Master+,AFRO-SAMBA,145,-,5,8,11,-,5,9,11,-,-,496,917,1226,-,446,920,1320,-
Beat Radiance,iNO,NEO CLASSICAL DANCE,192,-,5,8,10,12,5,8,10,12,-,505,826,1335,1809,420,716,1354,1887
Beyond The Earth,猫叉Master,WORLD/ELECTRONICA,140,-,5,10,11,-,6,9,11,-,-,668,1102,1646,-,748,1214,1494,-
Blaze it UP!,DJ Shimamura,HARDCORE RAVE,175,-,5,8,11,-,5,8,11,-,-,493,964,1501,-,564,1069,1613,-
BLUE MIRAGE,DJ CHUCKY,NU STYLE GABBA,170,-,5,10,12,-,5,9,11,-,-,596,1091,1606,-,596,1092,1509,-
Broken Sword,金獅子 VS 麒麟,DUAL ANTIQUE,160,-,7,10,12,-,6,9,12,-,-,658,1054,1887,-,513,1123,1911,-
Chain of pain,kors k VS 猫叉Master+,FULL ON,153,-,4,8,10,-,7,9,11,-,-,396,789,1130,-,610,939,1301,-
chrono diver -fragment-,猫叉Master feat.三澤 秋,HEALING DRUM'N'BASS,185,-,3,6,9,10,3,6,9,10,-,347,590,900,1134,322,633,896,1114
CHRONO DIVER -NORNIR-,L.E.D.,CYBER DRUM & BASS,185,-,5,9,11,12,5,9,11,12,-,592,1124,1568,2233,625,1128,1582,2477
Chrono Diver -PENDULUMs-,猫叉L.E.D.Master＋,CHRONO BREAKS,196,3,7,11,12,-,7,11,12,-,281,722,1422,2222,-,722,1422,2222,-
Chronos,TAG,PROGRESSIVE,128,-,5,8,11,11,5,9,11,11,-,443,717,1205,1538,462,914,1356,1453
cinder,PHQUASE,MAELSTROM,216,-,5,9,12,-,5,9,12,-,-,432,1037,1601,-,573,1139,1764,-
COLOSSEUM,劇団レコード,LOST GROUND,140,-,4,7,11,-,4,8,10,-,-,295,627,1159,-,353,684,1184,-
Cosmic Cat,8bit Moonside,FUTURE BASS,160,-,6,9,11,12,6,8,10,12,-,476,892,1166,1651,544,815,1147,1747
Despair of ELFERIA,猫叉Master,HARD IRISH SYMPHONIC,205,-,7,10,12,-,7,10,12,-,-,642,1248,2096,-,723,1328,2155,-
Discloze,lapix,Hi-TECH PSYTRANCE,128-145,-,6,9,11,-,6,9,11,-,-,498,872,1365,-,497,966,1437,-
EBONY & IVORY,OSTER project,RAGTIME CHIPTUNE,※,-,6,9,12,12,6,9,12,12,-,557,890,1520,1887,594,900,1575,1878
entelecheia,Rche,SACRED TRANCE,185,-,6,10,12,-,7,10,12,-,-,528,1106,1657,-,589,1094,1778,-
Erosion Mark,kors k REASM Des-ROW,FALLIN APART CORE,192,-,4,8,11,-,4,8,11,-,-,407,788,1096,-,433,798,1186,-
fallen leaves -IIDX edition-,猫叉Master,WORLD/ELECTRONICA,165,-,6,10,12,-,6,9,12,-,-,603,1085,1745,-,629,967,1832,-
FANTASTIC THREE,ジャカルタファンクブラザーズ,DUB COMEDY,185,-,7,10,12,-,7,10,12,-,-,698,1166,1649,-,682,1125,1794,-
Flashes,Dollscythe,DRUM'N'BASS,180,-,6,9,12,12,6,9,12,12,-,489,931,1691,2090,596,1009,2090,1827
Gravigazer,DJ TOTTO,PROGRESSIVE SCHRANZ,160,-,5,10,12,-,5,9,12,-,-,495,966,1533,-,511,912,1524,-
GUILTY,D.J.SETUP,TECHNO,148,-,5,8,10,12,5,9,11,12,-,509,798,966,1525,521,837,1087,1424
HELL SCAPER -Last Escape Remix-,Remixed by DJ TECHNORCH fw.GUHROOVY,GABBAH,180,-,5,8,11,-,6,9,11,-,-,494,911,1458,-,741,1177,1459,-
Hello Happiness,P*Light feat. mow*2,HAPPY HARDCORE,182,-,5,9,11,-,5,8,11,-,-,461,871,1198,-,421,715,1134,-
illuminate,Sota Fujimori,SYNTHETIC EDM,146,-,3,8,10,-,3,9,11,-,-,316,817,1172,-,297,832,1250,-
IMPLANTATION,TOMOSUKE,GOA TRANCE,145,-,5,10,12,-,5,9,11,12,-,335,885,1163,-,502,807,1153,1578
In The Breeze,96 & Sota ft. Mayumi Morinaga,HYBRID,123-142,-,4,7,9,-,5,8,10,-,-,336,601,896,-,416,630,996,-
Invitation from Mr.C,C-Show,HOLIC,230,-,6,9,12,-,7,9,12,-,-,594,810,1405,-,637,833,1399,-
IXION,L.E.D.,PSYCHEDELIC TRANCE,150,-,5,8,9,-,5,8,11,-,-,569,913,1086,-,621,911,1187,-
Line 4 Ruin,Ryu☆,ELECTRO TECH,141,-,4,9,11,-,6,9,11,-,-,363,913,1402,-,612,827,1286,-
Monopole.,cosMo＠暴走P,ARTCORE ROCK,201,-,4,8,12,-,5,8,11,-,-,403,867,1729,-,433,982,1362,-
NEO GENERATOR SEVEN,L.E.D.-G,MAINSTREAM HARDCORE,182,-,5,9,12,-,6,10,11,-,-,469,974,1690,-,630,1129,1524,-
Night sky,USAO,PUMPCORE,192,-,6,9,11,-,6,9,12,-,-,599,972,1491,-,600,968,1672,-
No Tears,RoughSketch feat.Aikapin,HARD EDM,170,-,6,9,11,-,6,9,10,-,-,609,1082,1286,-,639,1028,1216,-
PENDUAL TALISMAN,猫叉L.E.D.Master,SYSTEM BGM,150-160,-,5,8,11,-,4,8,10,-,-,524,820,1314,-,446,992,1340,-
Rave*it!! Rave*it!!,機龍,EDM SPEED,282,-,6,9,12,-,6,9,12,-,-,517,863,1656,-,497,824,1433,-
Realize Maze,movies (moimoi×Xceon×Dai.),SOLITUDE,149,-,6,9,11,-,6,9,11,-,-,642,1054,1503,-,677,1152,1539,-
Reflux,Eagle,TRANCESTEP,150,-,5,9,12,-,6,9,12,-,-,402,822,1574,-,467,912,1693,-
Sakura Mirage,Ryu☆,CHIPCORE,187,-,6,8,11,-,6,8,10,-,-,520,710,1190,-,520,731,1156,-
SAMSARA,SOUND HOLIC feat. Nana Takahashi,DIMENSION WAVE,164,-,4,7,10,-,4,7,10,-,-,432,731,1031,-,408,786,1087,-
Say YEEEAHH,kors k,EDM,135,-,6,9,12,-,6,10,12,-,-,610,952,1677,-,645,1219,1723,-
Scarlet Moon,REDALiCE feat. Ayumi Nomiya,J-CORE,180,-,6,9,11,-,6,9,11,-,-,542,998,1389,-,555,989,1438,-
Scars of FAUNA,猫叉Master,WORLD/ELECTRONICA,165,-,5,8,11,-,5,8,11,-,-,435,871,1475,-,436,816,1424,-
Shooting Fireball,dj TAKA,MUSIC GAME TRADITIONAL,160,-,6,10,12,-,6,10,12,-,-,486,1181,1983,-,508,1148,1842,-
Sounds Of Summer,Hommarju,UK HARDCORE,175,-,6,10,12,-,6,9,12,-,-,640,1080,1513,-,617,1006,1599,-
SpaceLand☆TOYBOX,OSTER project,RAGTIME FUTURE POP,172,-,6,9,12,-,6,9,12,-,-,552,900,1501,-,585,951,1528,-
Sweet Radar,DJ Genki feat. Yukacco,ELECTRO POP,150,-,4,7,10,-,4,6,10,-,-,338,689,1020,-,345,586,1000,-
Symmetry,猫叉Master,EPIC ELECTRONICA,163,-,6,10,12,-,6,9,11,-,-,586,1082,1659,-,535,1118,1681,-
TA・DA☆YO・SHI,Y&Co.,EUROBEAT,160,-,5,8,10,-,5,8,10,-,-,579,849,1180,-,544,858,1145,-
The Least 100sec,Sasaki Hirofumi,PROGRESSIVE,200-264,-,5,9,12,-,6,9,12,-,-,414,762,1505,-,496,774,1369,-
TIEFSEE,SOUND HOLIC Vs. dj TAKA feat. YURiCa,DEEP SPECTRUM,165,-,6,9,12,-,6,9,12,-,-,653,1096,1752,-,630,1099,1767,-
TOXIC VIBRATION,SOUND HOLIC Vs. T.Kakuta feat. YURiCa,MELODIC SPEED METAL,197,-,7,10,12,-,7,10,12,-,-,831,1248,1933,-,872,1376,2134,-
Vulkan,Hommarju,GYPSYCORE,205,-,5,9,11,-,5,9,11,-,-,527,1030,1518,-,582,1120,1618,-
We're so Happy (P*Light Remix) IIDX ver.,Remixed by P*Light,HAPPY HARDCORE,185,-,6,10,12,-,6,10,12,-,-,600,1187,1896,-,598,1197,1716,-
ZZ,D.J.Amuro,INTELLIGENCE,154,1,6,10,12,-,6,10,12,-,102,667,1042,1541,-,665,1019,1647,-
妖隠し -あやかしかくし-,DJ TOTTO feat.3L,DRUM'N'WALTZ,85,-,5,9,10,-,6,8,11,-,-,489,803,1103,-,535,822,1380,-
十六夜セツナ,Xceon feat.Mayumi Morinaga,HYPER J-POP,160,-,5,7,10,-,6,8,10,-,-,521,823,1132,-,662,917,1235,-
鬼天,兎々,ASURA TEK CORE,161,-,6,9,11,-,6,10,12,-,-,519,889,1265,-,576,960,1467,-
共鳴遊戯の華,アイテール魔導士隊,ASTRAL DRUM & BASS,190,-,7,10,12,-,7,10,12,-,-,669,1296,2000,-,654,1395,2054,-
恋は白帯、サンシロー,星野奏子,KANA-POP,175,-,3,6,9,11,4,6,9,11,-,377,664,1021,1395,409,635,955,1494
#The_Relentless,DJ Noriken,DUBCORE,170,-,6,9,11,12,5,9,11,12,-,611,1028,1479,2273,592,929,1626,2265
少年は空を辿る,Power Of Nature,ムラクモ,140,-,6,10,12,-,7,10,12,-,-,644,1081,1729,-,644,1092,1908,-
白露の風,Qrispy Joybox feat. 常盤ゆう,想歌 風,166,-,2,6,9,-,2,6,9,-,-,240,639,1018,-,223,555,951,-
時空トラベローグ,SWING HOLIC feat. A～YA,TIME TRIP JAZZ,234,-,6,9,11,-,6,9,11,-,-,571,983,1395,-,546,975,1313,-
千年ノ理,猫叉Master,WORLD/ELECTRONICA,153,-,6,9,12,12,6,9,12,12,-,602,1008,1608,2183,680,931,1774,2190
それは花火のような恋,夏色バーニングラブ☆Prim,Hi-歌謡コア,182,3,6,10,12,-,7,10,12,-,354,649,1321,1976,-,664,1261,1930,-
打打打打打打打打打打,ヒゲドライバー join. SELEN,JAPANESE TRADITIONAL,156,1,5,8,11,-,5,9,11,-,100,419,701,1342,-,479,770,1301,-
超青少年ノ為ノ超多幸ナ超古典的超舞曲,Project B-,PIECED EUPHORIA,150,-,6,9,11,12,6,8,12,12,-,531,1028,1350,2110,529,973,1651,2257
Ｘ↑Ｘ↓,DJ TECHNORCH,新世紀進歩的羽扇子音楽,172,-,5,8,11,-,5,9,12,-,-,477,907,1485,-,559,1035,1658,-
取り残された美術(Arranged:HiZuMi),幽閉サテライト feat. senya,HYPER J-POP,160,1,5,8,10,-,5,8,10,-,126,495,882,1111,-,393,745,1158,-
とろぴかる倶楽部,HALFBY,TROPICAL,120,-,5,8,11,-,6,9,11,-,-,432,755,1154,-,559,890,1149,-
ドッキン☆サマーあばんちゅーる,L.E.D.-G + Qrispy Joybox + ARM feat. ななひら,ドタバタ☆夏休み,180,-,5,8,11,-,6,9,11,-,-,531,907,1447,-,517,975,1452,-
夏色DIARY - L.E.D.-G STYLE MIX -,猫叉王子 feat.L.E.D.-G,HAPPY SUMMER CORE,190,-,6,10,12,-,6,10,12,-,-,505,1031,1590,-,495,1135,1377,-
パ→ピ→プ→Yeah!,ヒゲドライバー join. shully & Nimo,電波ソング,160,2,6,9,11,-,6,9,11,-,190,527,814,1280,-,503,923,1348,-
表裏一体！？怪盗いいんちょの悩み♥,◇◆噂の怪盗少女 ぷらずま★彡Prim◇◆,Hi-FUNK BREAKS,165,-,6,10,12,12,6,10,12,12,-,580,1127,1815,2334,716,1322,2122,2390
ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,ARM(IOSYS) feat. 山本椛,ぷろぐれっしぶ電波,175,-,5,7,11,-,4,7,10,-,-,453,756,1285,-,386,728,1243,-
ベィスドロップ・フリークス,かめりあ feat. ななひら,A-STYLE DRUMSTEP,179,-,4,7,10,11,4,7,11,11,-,323,651,1143,1275,424,626,1220,1252
紅牡丹,DJ NAGAI feat. a☆ru,J-CORE,181,3,6,9,12,-,6,9,11,-,249,544,929,1445,-,599,930,1291,-
もっと！モット！ときめき feat. 松下,シャイニング度胸兄弟,きらめきコア,185,-,6,9,11,-,6,9,11,-,-,707,1061,1424,-,573,945,1266,-
リリーゼと炎龍レーヴァテイン,黒猫ダンジョン,OLDSTYLE GAMEMUSIC,200,-,6,10,12,-,6,10,12,-,-,504,1186,1771,-,567,1264,1848,-
Acid Pumper,ni-21,HARD DANCE,150,-,4,9,11,-,5,9,11,-,-,348,812,1267,-,392,850,1221,-
Angelic Jelly,t+pazolite,HAPPY で HARDCORE,200,-,6,9,11,-,6,9,11,-,-,579,1058,1419,-,592,1019,1447,-
AO-1,電龍,DANCE EXPRESS,195,-,7,10,12,-,7,10,12,-,-,643,999,1443,-,671,1087,1456,-
Arcana,Maozon,UPLIFTING TRANCE,143,-,6,8,10,-,6,8,10,-,-,613,893,1150,-,605,913,1172,-
Aublia,onoken feat. ALIAKE,POST J-TRADITIONAL,156,-,5,8,11,-,5,8,11,-,-,495,785,1299,-,513,836,1262,-
Battle Train -IIDX Edition-,Sota Fujimori,HARD DANCE,160,-,4,10,11,-,6,9,12,-,-,454,1302,1687,-,714,1218,1949,-
Blue Spring Express,DJ Scratch & Bend,DREAM CORE,172,-,7,10,12,-,6,10,12,-,-,664,1087,1728,-,585,1013,1602,-
Central Station,Recycle,FUTURE BASS,158,-,5,8,10,-,4,8,10,-,-,527,803,1223,-,467,806,1285,-
chaos eater -IIDX edition-,猫叉Master+,HARD STEP,210,-,5,9,11,-,7,9,12,-,-,604,887,1328,-,683,905,1442,-
CODE:1,HEXA,TECHNO,145,-,5,9,12,-,5,9,12,-,-,770,1004,1313,-,598,1021,1257,-
Daily Lunch Special,Lucky Vacuum,ラッキーハードコア,205,-,6,9,11,-,6,9,11,-,-,549,1098,1494,-,554,1102,1622,-
Damage Per Second,Maozon,CYBER DRUMSTEP,177,-,4,7,9,10,4,7,10,11,-,447,718,1026,1153,415,705,1056,1238
Derelict Star feat. Ryu*,Remo-con,HARD DANCE,150,-,6,9,11,-,6,10,11,-,-,709,977,1336,-,622,1014,1378,-
Devil's Gear,DJ Myosuke,MAINSTREAM HARDCORE,180,-,6,10,12,-,6,10,12,-,-,548,1152,1793,-,573,1163,1782,-
DIAMOND CROSSING,S-C-U vs L.E.D.,HARD ELECTRIC POP,180,-,7,10,12,-,7,10,12,-,-,509,917,1585,-,688,979,1681,-
do the thing feat. Kanae Asaba,MK,EDM,135,-,3,8,10,-,3,8,10,-,-,321,777,1171,-,323,741,1251,-
Donkey Donk,Ryu☆,DONK,155,-,6,9,10,-,6,9,11,-,-,611,892,1150,-,560,976,1154,-
Dynamite,USAO,HYBRID TWERK,100,3,7,10,12,-,8,10,12,-,276,611,1246,1953,-,775,1194,2084,-
Everlasting Last,HHH×MM×ST,J-DANCE POP,140,-,4,8,10,-,5,8,10,-,-,427,836,1124,-,555,809,1237,-
Exchange Place,Dirty Androids,FUTURE JERSEY,142,-,4,7,9,-,4,7,9,-,-,388,646,903,-,408,629,907,-
GENERATE feat.綾倉盟,Masayoshi Minoshima,ELECTRONIC DANCE,145,-,5,8,10,-,5,8,10,-,-,573,892,1182,-,566,941,1234,-
Go Faraway,DJ Noriken feat. Yukacco,TRAPSTYLE,150,-,5,7,10,-,5,9,11,-,-,520,766,1259,-,571,931,1363,-
GOBBLE,Kimitaka Matsumae,CANTERBURY&BEAT,160,-,4,7,11,-,7,12,11,-,-,252,369,866,-,369,917,917,-
Godspeed,dj TAKA xxx 猫叉Master xxx L.E.D.,JOINT WORK,165,-,7,10,12,-,7,10,12,-,-,545,1002,1631,-,705,1112,1707,-
